num_ready,avg_remaining,max_remaining,avg_waiting,cpu_util,optimal_quantum
5,7.6,10,0,0,10
4,7.25,10,0,0,10
7,5.714285714285714,10,0,0,10
6,5.0,10,0,0,5
5,4.2,7,0,0,1
10,5.0,9,0,0,9
4,7.5,10,0,0,10
3,6.0,9,0,0,3
5,4.2,7,0,0,6
3,6.666666666666667,9,0,0,9
4,3.25,6,0,0,3
8,5.875,10,0,0,10
6,5.166666666666667,10,0,0,10
10,6.2,10,0,0,10
3,3.6666666666666665,4,0,0,4
6,4.666666666666667,9,0,0,6
9,3.2222222222222223,9,0,0,1
5,6.0,9,0,0,9
3,3.0,4,0,0,4
6,4.0,10,0,0,4
5,5.6,9,0,0,9
3,2.6666666666666665,4,0,0,2
6,3.5,7,0,0,4
8,5.75,9,0,0,9
7,5.428571428571429,10,0,0,10
6,6.333333333333333,10,0,0,10
9,5.111111111111111,10,0,0,10
6,5.833333333333333,10,0,0,10
3,7.0,10,0,0,7
9,6.444444444444445,9,0,0,9
6,6.5,10,0,0,10
3,6.666666666666667,9,0,0,9
7,4.714285714285714,7,0,0,7
7,5.142857142857143,8,0,0,8
10,6.1,10,0,0,10
4,5.75,9,0,0,9
9,4.666666666666667,10,0,0,1
9,5.777777777777778,9,0,0,9
3,2.3333333333333335,4,0,0,2
8,4.625,9,0,0,9
7,5.857142857142857,10,0,0,10
8,7.5,10,0,0,10
7,6.0,9,0,0,9
8,6.125,10,0,0,10
9,5.888888888888889,10,0,0,10
5,4.4,7,0,0,7
5,6.6,10,0,0,10
7,7.142857142857143,10,0,0,10
7,3.7142857142857144,6,0,0,6
7,4.714285714285714,10,0,0,5
7,3.7142857142857144,8,0,0,3
9,6.333333333333333,10,0,0,10
9,5.888888888888889,8,0,0,8
10,5.2,10,0,0,10
9,5.888888888888889,10,0,0,10
10,3.8,10,0,0,1
6,6.0,9,0,0,9
4,5.75,7,0,0,7
8,5.5,10,0,0,1
3,9.333333333333334,10,0,0,10
7,7.0,10,0,0,10
3,5.666666666666667,9,0,0,2
6,3.3333333333333335,6,0,0,6
6,5.0,10,0,0,4
7,6.857142857142857,9,0,0,9
6,6.0,10,0,0,10
4,4.0,10,0,0,2
5,6.8,9,0,0,9
4,8.5,10,0,0,10
10,4.9,10,0,0,5
5,5.4,10,0,0,1
10,5.2,10,0,0,10
10,5.5,10,0,0,10
8,6.125,9,0,0,9
5,7.2,9,0,0,9
3,8.666666666666666,10,0,0,10
3,6.333333333333333,9,0,0,1
6,4.0,8,0,0,1
8,5.5,10,0,0,8
9,7.0,10,0,0,10
3,6.333333333333333,10,0,0,5
5,3.2,5,0,0,5
3,5.333333333333333,7,0,0,7
8,5.125,10,0,0,10
3,6.333333333333333,7,0,0,7
4,4.0,7,0,0,7
8,6.75,10,0,0,10
5,7.2,9,0,0,9
3,7.0,10,0,0,3
8,6.0,10,0,0,8
10,4.7,8,0,0,8
3,5.0,7,0,0,7
5,8.2,10,0,0,10
9,5.222222222222222,10,0,0,10
3,7.0,10,0,0,10
9,3.888888888888889,10,0,0,2
3,8.666666666666666,10,0,0,10
8,4.875,9,0,0,9
6,4.166666666666667,9,0,0,5
6,5.333333333333333,8,0,0,8
3,6.666666666666667,8,0,0,8
6,6.166666666666667,10,0,0,10
3,7.333333333333333,9,0,0,9
9,6.777777777777778,10,0,0,10
7,4.428571428571429,10,0,0,1
8,6.0,10,0,0,10
4,4.5,9,0,0,1
4,5.75,8,0,0,8
4,6.0,10,0,0,10
6,6.166666666666667,10,0,0,10
6,5.0,10,0,0,4
10,5.0,10,0,0,10
5,9.0,10,0,0,10
6,4.833333333333333,8,0,0,8
9,7.222222222222222,10,0,0,10
10,4.6,10,0,0,8
10,6.3,10,0,0,10
8,5.0,9,0,0,9
3,5.333333333333333,10,0,0,1
9,4.888888888888889,8,0,0,8
4,4.25,8,0,0,6
9,5.222222222222222,10,0,0,10
3,3.0,5,0,0,3
3,8.666666666666666,10,0,0,10
7,3.2857142857142856,7,0,0,4
5,4.2,7,0,0,7
10,6.5,10,0,0,10
6,3.8333333333333335,7,0,0,7
10,5.0,10,0,0,10
9,4.777777777777778,10,0,0,5
7,4.142857142857143,9,0,0,9
8,5.625,10,0,0,10
9,7.444444444444445,10,0,0,10
4,2.5,5,0,0,1
3,7.0,9,0,0,9
7,4.285714285714286,7,0,0,7
6,5.333333333333333,9,0,0,9
5,5.4,9,0,0,7
7,6.285714285714286,10,0,0,10
4,4.5,9,0,0,5
8,5.5,9,0,0,9
6,5.666666666666667,10,0,0,7
10,4.8,8,0,0,8
10,4.0,8,0,0,1
10,4.9,10,0,0,5
3,7.333333333333333,10,0,0,3
7,5.571428571428571,10,0,0,9
5,3.8,7,0,0,7
6,6.5,10,0,0,10
5,6.2,10,0,0,10
8,5.125,9,0,0,9
10,6.1,10,0,0,10
3,4.666666666666667,7,0,0,6
10,5.5,10,0,0,10
10,5.3,10,0,0,10
7,7.571428571428571,10,0,0,10
5,5.4,10,0,0,10
4,6.5,9,0,0,9
10,5.3,10,0,0,10
8,5.625,10,0,0,10
3,6.333333333333333,8,0,0,8
10,6.7,10,0,0,10
9,5.666666666666667,10,0,0,10
7,6.857142857142857,9,0,0,9
8,5.375,10,0,0,10
5,5.0,9,0,0,3
6,6.333333333333333,10,0,0,10
8,4.5,7,0,0,7
5,4.6,9,0,0,5
8,6.875,10,0,0,10
6,4.166666666666667,8,0,0,7
4,5.75,8,0,0,8
7,6.428571428571429,8,0,0,8
6,7.0,10,0,0,10
4,7.25,9,0,0,9
5,7.8,10,0,0,10
3,2.6666666666666665,4,0,0,3
4,4.0,8,0,0,2
3,4.333333333333333,8,0,0,1
4,6.5,10,0,0,10
6,4.0,9,0,0,1
5,6.4,8,0,0,8
3,6.666666666666667,10,0,0,10
3,5.666666666666667,9,0,0,2
6,5.0,9,0,0,4
5,5.2,9,0,0,9
9,7.333333333333333,10,0,0,10
5,5.0,10,0,0,1
7,6.0,10,0,0,7
6,4.833333333333333,8,0,0,7
10,5.0,8,0,0,8
8,6.125,10,0,0,10
8,6.875,10,0,0,8
3,5.666666666666667,8,0,0,7
5,2.4,5,0,0,1
6,6.833333333333333,10,0,0,10
8,4.0,6,0,0,5
7,5.285714285714286,10,0,0,1
10,4.8,10,0,0,10
3,6.0,8,0,0,7
5,5.2,10,0,0,6
3,9.0,10,0,0,10
5,7.8,10,0,0,10
7,5.714285714285714,10,0,0,2
4,4.25,5,0,0,5
9,6.666666666666667,10,0,0,9
5,7.8,10,0,0,10
8,5.375,10,0,0,10
4,6.5,9,0,0,9
4,7.5,10,0,0,10
5,7.2,9,0,0,8
6,4.666666666666667,8,0,0,8
3,6.0,10,0,0,6
5,6.2,9,0,0,9
3,6.333333333333333,9,0,0,7
10,4.6,8,0,0,8
6,4.666666666666667,10,0,0,2
6,4.166666666666667,9,0,0,1
8,5.375,9,0,0,9
5,3.8,8,0,0,5
4,5.0,9,0,0,1
10,6.1,10,0,0,10
8,6.75,10,0,0,10
7,5.571428571428571,10,0,0,10
7,4.857142857142857,10,0,0,10
5,4.8,8,0,0,8
9,5.666666666666667,10,0,0,10
7,6.571428571428571,10,0,0,10
4,7.25,10,0,0,10
6,3.3333333333333335,6,0,0,6
8,5.625,9,0,0,9
10,6.6,10,0,0,10
10,4.8,10,0,0,3
7,6.285714285714286,9,0,0,9
5,5.6,10,0,0,4
3,5.0,6,0,0,6
8,7.125,10,0,0,10
10,5.1,10,0,0,10
5,2.8,6,0,0,1
4,6.5,8,0,0,8
3,3.0,6,0,0,1
10,4.3,8,0,0,8
9,6.222222222222222,10,0,0,10
8,3.875,7,0,0,7
8,3.75,6,0,0,6
7,5.285714285714286,9,0,0,9
7,6.571428571428571,10,0,0,10
7,5.571428571428571,10,0,0,10
7,4.857142857142857,10,0,0,1
3,7.0,10,0,0,10
8,4.0,10,0,0,4
10,5.3,10,0,0,10
10,5.0,8,0,0,8
3,3.6666666666666665,7,0,0,1
8,4.5,10,0,0,1
8,5.25,9,0,0,9
3,5.333333333333333,9,0,0,6
7,5.714285714285714,10,0,0,10
3,4.333333333333333,6,0,0,6
3,8.0,9,0,0,8
6,5.333333333333333,8,0,0,8
4,7.75,9,0,0,9
10,5.2,9,0,0,9
4,4.75,8,0,0,3
5,6.0,10,0,0,4
7,4.714285714285714,10,0,0,5
6,6.166666666666667,10,0,0,10
8,5.875,8,0,0,8
9,6.555555555555555,10,0,0,10
8,6.625,9,0,0,9
9,4.0,9,0,0,4
4,4.5,8,0,0,1
7,5.142857142857143,10,0,0,1
10,5.9,10,0,0,10
6,6.166666666666667,10,0,0,10
8,5.25,9,0,0,9
5,4.8,10,0,0,4
9,5.555555555555555,10,0,0,10
6,5.333333333333333,9,0,0,7
6,5.833333333333333,10,0,0,10
7,7.142857142857143,10,0,0,10
5,6.2,9,0,0,8
8,5.0,9,0,0,8
3,6.0,10,0,0,4
3,6.0,9,0,0,1
4,6.75,10,0,0,10
6,7.0,10,0,0,10
9,4.777777777777778,10,0,0,10
5,5.2,7,0,0,7
4,3.5,4,0,0,4
7,7.142857142857143,10,0,0,10
5,7.0,8,0,0,8
3,2.6666666666666665,4,0,0,2
3,6.333333333333333,10,0,0,1
4,6.0,9,0,0,1
10,3.8,7,0,0,7
4,4.25,6,0,0,6
5,7.4,8,0,0,8
8,4.125,7,0,0,7
9,4.0,10,0,0,3
8,5.125,10,0,0,1
10,5.9,9,0,0,9
7,5.0,10,0,0,1
6,4.5,10,0,0,10
5,3.0,5,0,0,5
8,4.75,8,0,0,7
6,6.333333333333333,10,0,0,10
9,5.0,9,0,0,9
8,7.625,10,0,0,10
8,5.25,8,0,0,8
5,8.4,10,0,0,10
7,4.285714285714286,8,0,0,1
10,5.7,9,0,0,9
4,7.75,10,0,0,8
4,7.25,10,0,0,10
6,4.333333333333333,8,0,0,4
10,6.0,10,0,0,10
9,4.888888888888889,9,0,0,9
9,5.333333333333333,10,0,0,10
3,6.0,9,0,0,9
8,4.0,10,0,0,1
6,6.666666666666667,10,0,0,10
5,5.6,10,0,0,4
6,5.166666666666667,8,0,0,8
4,7.0,10,0,0,1
8,4.5,9,0,0,1
8,5.75,10,0,0,10
8,5.375,10,0,0,10
6,3.5,6,0,0,6
8,5.25,10,0,0,10
7,4.571428571428571,7,0,0,7
10,5.4,7,0,0,7
8,4.5,7,0,0,7
5,5.4,8,0,0,8
7,5.857142857142857,9,0,0,9
5,6.4,9,0,0,9
5,5.0,7,0,0,7
10,5.9,8,0,0,8
6,5.166666666666667,8,0,0,8
6,4.833333333333333,9,0,0,9
10,6.6,10,0,0,10
4,3.75,7,0,0,2
10,5.4,10,0,0,10
5,4.8,8,0,0,8
4,4.75,8,0,0,2
10,7.8,9,0,0,9
7,7.428571428571429,10,0,0,10
7,4.571428571428571,10,0,0,4
5,6.0,9,0,0,9
10,5.6,10,0,0,10
3,6.666666666666667,10,0,0,9
6,4.333333333333333,9,0,0,9
3,5.666666666666667,8,0,0,8
3,7.0,9,0,0,3
3,6.0,7,0,0,7
7,7.857142857142857,10,0,0,9
10,4.6,9,0,0,9
8,4.75,10,0,0,10
4,5.75,8,0,0,8
5,5.6,10,0,0,10
10,4.7,9,0,0,9
3,7.333333333333333,8,0,0,8
4,6.5,9,0,0,9
10,6.2,10,0,0,10
6,5.666666666666667,8,0,0,8
3,5.333333333333333,8,0,0,4
8,6.375,10,0,0,10
7,5.571428571428571,9,0,0,9
3,8.0,10,0,0,8
4,5.0,8,0,0,7
10,5.9,10,0,0,10
9,6.222222222222222,8,0,0,8
10,5.6,10,0,0,10
7,5.285714285714286,10,0,0,1
6,8.5,10,0,0,10
9,5.222222222222222,8,0,0,8
9,5.777777777777778,8,0,0,8
7,4.285714285714286,8,0,0,8
6,5.5,9,0,0,9
10,6.5,10,0,0,10
5,5.2,10,0,0,3
8,4.625,8,0,0,8
5,4.8,10,0,0,6
4,5.25,7,0,0,7
6,5.0,10,0,0,2
7,5.142857142857143,9,0,0,9
9,6.777777777777778,10,0,0,10
9,5.111111111111111,8,0,0,8
5,5.0,8,0,0,8
3,4.0,7,0,0,1
7,6.428571428571429,10,0,0,10
3,4.0,6,0,0,2
5,6.8,10,0,0,10
8,6.0,10,0,0,10
6,5.166666666666667,10,0,0,9
4,6.25,10,0,0,10
7,4.285714285714286,7,0,0,7
4,5.75,9,0,0,9
5,4.4,9,0,0,1
7,3.857142857142857,7,0,0,7
4,4.25,8,0,0,1
6,4.166666666666667,6,0,0,6
7,7.142857142857143,10,0,0,10
4,6.25,8,0,0,8
9,5.444444444444445,10,0,0,10
3,3.3333333333333335,6,0,0,2
6,6.666666666666667,10,0,0,10
4,6.75,10,0,0,10
3,5.666666666666667,10,0,0,5
4,3.25,8,0,0,2
4,6.5,10,0,0,10
9,5.222222222222222,9,0,0,9
7,2.4285714285714284,6,0,0,3
3,6.333333333333333,9,0,0,9
6,5.5,10,0,0,10
4,5.0,8,0,0,8
3,2.6666666666666665,4,0,0,1
9,6.111111111111111,10,0,0,10
9,3.5555555555555554,6,0,0,6
5,7.6,10,0,0,10
4,5.5,9,0,0,3
10,3.8,9,0,0,2
8,6.125,10,0,0,4
9,6.666666666666667,10,0,0,9
4,5.5,9,0,0,1
10,7.1,10,0,0,10
8,4.5,10,0,0,10
7,7.142857142857143,10,0,0,10
6,4.666666666666667,8,0,0,1
5,6.4,10,0,0,10
6,6.0,10,0,0,10
8,5.25,9,0,0,9
6,5.166666666666667,10,0,0,10
6,6.5,9,0,0,9
9,4.666666666666667,10,0,0,8
9,4.888888888888889,9,0,0,9
5,6.2,8,0,0,8
3,7.333333333333333,9,0,0,9
9,5.222222222222222,8,0,0,8
4,5.75,9,0,0,9
6,4.666666666666667,10,0,0,1
10,5.1,10,0,0,8
6,5.0,10,0,0,1
4,5.25,9,0,0,1
3,5.333333333333333,8,0,0,1
9,5.222222222222222,10,0,0,8
9,3.4444444444444446,9,0,0,2
3,5.333333333333333,9,0,0,1
4,5.0,9,0,0,3
4,6.5,8,0,0,8
9,4.111111111111111,9,0,0,9
8,4.125,10,0,0,5
6,7.833333333333333,10,0,0,9
3,4.333333333333333,10,0,0,1
4,3.5,8,0,0,1
7,4.571428571428571,6,0,0,6
10,6.3,9,0,0,9
7,3.142857142857143,8,0,0,4
9,5.444444444444445,10,0,0,10
5,4.2,9,0,0,1
4,3.75,5,0,0,5
7,4.571428571428571,8,0,0,7
9,6.111111111111111,9,0,0,9
8,6.875,10,0,0,8
10,5.9,10,0,0,9
5,5.2,8,0,0,8
10,5.8,10,0,0,10
10,5.3,10,0,0,9
3,9.333333333333334,10,0,0,10
8,6.125,10,0,0,10
7,7.571428571428571,10,0,0,10
5,4.0,7,0,0,6
7,5.0,10,0,0,6
7,5.714285714285714,10,0,0,1
8,7.375,10,0,0,10
10,5.1,8,0,0,8
6,5.666666666666667,10,0,0,3
9,5.0,9,0,0,8
3,6.0,10,0,0,5
8,4.5,9,0,0,9
8,4.875,10,0,0,10
4,6.5,9,0,0,9
4,5.75,10,0,0,10
3,9.333333333333334,10,0,0,10
6,7.5,10,0,0,10
4,5.25,9,0,0,9
9,5.0,9,0,0,9
8,6.25,10,0,0,10
3,6.666666666666667,8,0,0,8
3,5.333333333333333,9,0,0,1
7,6.714285714285714,9,0,0,9
3,8.666666666666666,10,0,0,10
7,5.0,10,0,0,10
4,5.25,7,0,0,6
10,5.2,9,0,0,9
6,4.666666666666667,9,0,0,9
9,4.111111111111111,9,0,0,1
8,5.75,10,0,0,10
3,5.666666666666667,7,0,0,6
10,5.4,10,0,0,8
9,6.0,10,0,0,10
10,4.7,9,0,0,9
9,6.555555555555555,10,0,0,10
7,7.0,9,0,0,9
8,7.0,10,0,0,10
8,5.75,10,0,0,9
9,6.333333333333333,10,0,0,10
5,3.6,8,0,0,5
7,4.857142857142857,10,0,0,1
9,5.888888888888889,8,0,0,8
4,3.25,5,0,0,4
9,6.111111111111111,10,0,0,10
4,4.5,7,0,0,4
10,5.3,10,0,0,10
4,4.25,10,0,0,1
4,4.75,9,0,0,4
4,7.0,10,0,0,10
10,4.0,10,0,0,4
4,5.25,8,0,0,6
4,5.5,8,0,0,8
3,5.666666666666667,8,0,0,6
6,5.833333333333333,9,0,0,9
10,5.2,10,0,0,10
5,5.4,8,0,0,8
3,5.0,7,0,0,4
9,4.888888888888889,9,0,0,9
5,3.6,7,0,0,2
10,5.2,8,0,0,8
4,4.5,8,0,0,1
3,6.333333333333333,9,0,0,9
3,8.0,10,0,0,10
3,5.666666666666667,7,0,0,7
10,5.8,10,0,0,9
7,4.857142857142857,9,0,0,9
8,5.375,8,0,0,8
10,5.1,10,0,0,10
8,4.625,10,0,0,10
8,4.875,9,0,0,9
7,4.142857142857143,7,0,0,7
6,4.5,9,0,0,9
7,5.571428571428571,10,0,0,10
10,6.3,10,0,0,10
4,4.75,9,0,0,1
9,4.555555555555555,10,0,0,4
7,5.571428571428571,10,0,0,10
3,7.666666666666667,9,0,0,9
4,5.5,7,0,0,7
8,3.5,6,0,0,6
9,5.222222222222222,9,0,0,9
10,5.3,10,0,0,10
3,5.0,6,0,0,6
3,8.333333333333334,10,0,0,8
7,6.428571428571429,10,0,0,10
7,6.285714285714286,10,0,0,10
6,4.333333333333333,8,0,0,8
3,3.3333333333333335,7,0,0,1
4,5.5,9,0,0,9
7,4.571428571428571,9,0,0,9
5,4.2,7,0,0,1
3,3.0,6,0,0,1
4,4.75,9,0,0,5
3,5.333333333333333,10,0,0,4
7,5.142857142857143,10,0,0,10
7,5.285714285714286,9,0,0,9
10,4.8,10,0,0,5
10,5.7,9,0,0,9
8,5.75,10,0,0,10
3,5.666666666666667,6,0,0,6
7,4.142857142857143,7,0,0,7
4,6.25,8,0,0,8
3,4.333333333333333,9,0,0,3
6,6.166666666666667,9,0,0,9
3,6.333333333333333,9,0,0,9
9,5.222222222222222,8,0,0,8
7,5.0,9,0,0,9
4,5.75,9,0,0,9
8,5.625,10,0,0,10
5,7.0,10,0,0,10
3,6.333333333333333,9,0,0,1
3,5.0,7,0,0,1
6,6.833333333333333,10,0,0,10
10,5.0,10,0,0,10
10,5.4,8,0,0,8
5,5.2,10,0,0,7
6,5.5,10,0,0,10
6,7.5,10,0,0,10
3,3.6666666666666665,7,0,0,1
10,5.7,10,0,0,10
10,5.1,10,0,0,10
3,8.666666666666666,10,0,0,10
5,6.2,10,0,0,10
7,4.285714285714286,9,0,0,2
7,4.571428571428571,10,0,0,5
8,5.0,10,0,0,10
4,3.75,7,0,0,1
5,5.2,9,0,0,9
9,5.666666666666667,10,0,0,10
6,6.666666666666667,8,0,0,8
4,6.25,10,0,0,10
5,7.2,10,0,0,10
4,5.75,10,0,0,6
7,6.0,10,0,0,10
9,4.777777777777778,9,0,0,9
3,5.666666666666667,10,0,0,4
5,4.2,9,0,0,1
8,6.75,10,0,0,10
4,4.75,6,0,0,6
7,5.857142857142857,10,0,0,10
3,6.0,10,0,0,5
8,4.875,10,0,0,10
4,4.5,8,0,0,6
10,5.7,10,0,0,10
7,5.857142857142857,8,0,0,8
7,6.142857142857143,10,0,0,10
9,3.111111111111111,6,0,0,1
9,6.333333333333333,10,0,0,10
4,7.5,9,0,0,9
4,4.0,6,0,0,6
5,4.6,7,0,0,7
4,5.5,8,0,0,8
8,6.25,9,0,0,9
10,5.4,10,0,0,10
9,6.666666666666667,10,0,0,10
7,4.142857142857143,7,0,0,7
4,2.5,4,0,0,1
10,5.4,10,0,0,10
4,5.5,8,0,0,8
10,3.9,8,0,0,8
7,7.428571428571429,10,0,0,10
9,4.555555555555555,9,0,0,9
3,5.666666666666667,6,0,0,6
8,6.125,9,0,0,9
10,6.1,8,0,0,8
9,5.333333333333333,10,0,0,10
10,7.0,10,0,0,10
10,5.1,8,0,0,8
9,6.111111111111111,10,0,0,10
7,4.857142857142857,10,0,0,5
3,5.333333333333333,6,0,0,6
7,7.428571428571429,10,0,0,10
8,4.625,10,0,0,2
8,4.75,10,0,0,2
6,5.666666666666667,10,0,0,3
5,6.6,10,0,0,10
8,6.0,10,0,0,10
3,6.0,9,0,0,1
10,7.8,10,0,0,10
8,6.0,9,0,0,9
6,5.333333333333333,10,0,0,10
9,5.0,9,0,0,7
4,3.0,6,0,0,3
9,5.444444444444445,9,0,0,9
3,5.666666666666667,10,0,0,1
6,4.833333333333333,8,0,0,7
10,5.6,9,0,0,9
4,5.75,10,0,0,2
7,5.714285714285714,10,0,0,10
4,5.0,8,0,0,3
8,5.625,9,0,0,9
4,5.75,9,0,0,9
8,4.75,9,0,0,5
7,7.142857142857143,9,0,0,9
10,5.6,10,0,0,10
6,5.5,10,0,0,5
5,2.8,5,0,0,5
7,4.142857142857143,8,0,0,7
4,6.75,10,0,0,10
5,3.4,7,0,0,1
10,5.3,9,0,0,9
9,7.111111111111111,10,0,0,10
4,4.5,8,0,0,8
3,7.666666666666667,10,0,0,10
9,5.333333333333333,8,0,0,8
4,7.0,10,0,0,10
4,4.0,6,0,0,6
5,6.4,9,0,0,7
8,3.125,9,0,0,2
9,5.222222222222222,10,0,0,1
5,5.2,8,0,0,6
9,4.555555555555555,10,0,0,5
6,5.333333333333333,9,0,0,8
7,7.0,10,0,0,10
10,5.3,9,0,0,9
5,6.0,10,0,0,10
4,6.25,8,0,0,8
8,4.875,9,0,0,9
10,6.5,10,0,0,10
5,7.8,9,0,0,9
3,3.3333333333333335,7,0,0,1
10,6.0,10,0,0,10
9,5.888888888888889,8,0,0,8
6,4.333333333333333,9,0,0,5
9,7.222222222222222,10,0,0,10
10,5.2,10,0,0,10
8,4.5,8,0,0,8
7,3.857142857142857,9,0,0,4
4,6.25,8,0,0,7
9,4.777777777777778,10,0,0,10
6,5.333333333333333,9,0,0,9
6,5.666666666666667,8,0,0,8
6,5.833333333333333,9,0,0,9
6,6.833333333333333,10,0,0,10
6,5.166666666666667,10,0,0,7
6,4.166666666666667,10,0,0,1
8,6.5,10,0,0,10
7,3.7142857142857144,10,0,0,1
6,7.0,10,0,0,10
7,6.571428571428571,10,0,0,10
6,4.833333333333333,10,0,0,7
10,5.3,10,0,0,10
7,4.142857142857143,7,0,0,7
5,6.6,10,0,0,10
8,4.5,10,0,0,4
7,5.428571428571429,10,0,0,1
3,3.0,5,0,0,2
5,6.2,10,0,0,10
5,5.2,10,0,0,6
9,5.555555555555555,8,0,0,8
5,6.6,9,0,0,9
4,6.25,8,0,0,7
3,3.0,4,0,0,4
4,5.25,8,0,0,5
5,5.0,8,0,0,8
9,6.777777777777778,10,0,0,10
9,6.222222222222222,8,0,0,8
10,3.3,7,0,0,1
3,6.333333333333333,10,0,0,10
3,5.666666666666667,9,0,0,2
10,6.2,10,0,0,10
9,6.333333333333333,10,0,0,9
9,6.444444444444445,10,0,0,10
3,6.333333333333333,10,0,0,5
4,4.5,8,0,0,1
5,6.8,10,0,0,8
4,4.5,7,0,0,5
3,6.666666666666667,9,0,0,9
6,6.333333333333333,10,0,0,9
7,7.428571428571429,10,0,0,10
9,4.666666666666667,9,0,0,9
3,5.333333333333333,9,0,0,6
7,5.428571428571429,8,0,0,8
4,4.75,6,0,0,6
4,6.0,10,0,0,1
3,3.6666666666666665,7,0,0,3
5,6.0,10,0,0,5
3,3.3333333333333335,5,0,0,4
9,6.222222222222222,8,0,0,8
10,7.8,10,0,0,10
7,4.428571428571429,8,0,0,8
6,5.166666666666667,9,0,0,9
9,5.0,9,0,0,9
3,8.333333333333334,10,0,0,10
6,6.0,10,0,0,10
4,6.25,8,0,0,8
5,4.2,7,0,0,1
3,6.0,8,0,0,6
9,6.333333333333333,10,0,0,10
3,5.0,8,0,0,4
10,5.5,10,0,0,10
4,7.75,9,0,0,9
6,5.666666666666667,8,0,0,8
8,5.75,9,0,0,9
10,4.0,9,0,0,1
7,4.857142857142857,6,0,0,6
4,6.25,10,0,0,10
3,7.666666666666667,8,0,0,8
9,3.888888888888889,10,0,0,7
8,7.125,10,0,0,10
6,5.666666666666667,8,0,0,8
9,6.333333333333333,10,0,0,10
3,4.333333333333333,9,0,0,3
6,5.833333333333333,9,0,0,9
4,7.0,10,0,0,10
4,6.25,10,0,0,1
7,5.571428571428571,10,0,0,10
6,4.833333333333333,9,0,0,6
4,7.25,10,0,0,10
9,4.111111111111111,6,0,0,6
5,5.2,9,0,0,9
10,4.8,9,0,0,9
9,6.888888888888889,10,0,0,10
10,4.0,6,0,0,6
8,5.75,10,0,0,10
5,7.0,10,0,0,9
7,3.0,8,0,0,4
7,6.571428571428571,8,0,0,8
7,6.714285714285714,9,0,0,9
8,6.25,10,0,0,10
5,6.4,9,0,0,9
5,5.4,7,0,0,7
5,6.4,10,0,0,9
9,6.0,9,0,0,9
7,4.428571428571429,8,0,0,8
5,3.8,8,0,0,1
3,4.333333333333333,8,0,0,3
8,7.75,10,0,0,10
5,7.4,9,0,0,9
5,5.0,10,0,0,1
10,6.4,10,0,0,10
5,4.0,10,0,0,1
4,8.0,10,0,0,10
6,6.833333333333333,10,0,0,10
7,5.714285714285714,10,0,0,9
3,6.333333333333333,7,0,0,7
6,4.833333333333333,9,0,0,9
5,3.0,6,0,0,3
4,5.25,8,0,0,8
7,3.142857142857143,10,0,0,1
5,3.0,6,0,0,6
3,3.6666666666666665,4,0,0,4
7,6.857142857142857,10,0,0,10
10,5.6,10,0,0,10
8,6.75,10,0,0,10
8,4.625,8,0,0,8
7,4.714285714285714,9,0,0,8
8,5.375,10,0,0,10
9,5.0,9,0,0,9
6,3.1666666666666665,6,0,0,1
7,4.571428571428571,10,0,0,3
4,4.0,10,0,0,3
4,2.5,4,0,0,4
4,3.5,7,0,0,3
6,6.333333333333333,9,0,0,9
7,7.285714285714286,10,0,0,10
4,5.5,7,0,0,7
8,5.375,8,0,0,8
5,5.4,9,0,0,9
9,6.0,10,0,0,10
3,7.0,9,0,0,9
3,6.666666666666667,10,0,0,10
3,7.333333333333333,10,0,0,10
5,5.2,7,0,0,7
6,5.166666666666667,10,0,0,6
7,5.714285714285714,10,0,0,10
5,4.2,9,0,0,4
3,6.0,9,0,0,8
3,6.0,7,0,0,6
3,6.0,8,0,0,7
6,4.5,10,0,0,1
7,5.142857142857143,10,0,0,10
5,4.0,8,0,0,1
6,4.5,7,0,0,7
8,6.75,10,0,0,10
8,3.75,8,0,0,8
5,5.8,10,0,0,8
3,7.333333333333333,8,0,0,8
8,5.875,10,0,0,10
4,4.5,10,0,0,1
5,4.6,8,0,0,8
7,6.142857142857143,10,0,0,10
8,4.75,10,0,0,10
4,5.25,8,0,0,8
4,2.75,5,0,0,2
4,7.5,10,0,0,9
3,4.333333333333333,10,0,0,1
3,4.666666666666667,7,0,0,6
9,7.444444444444445,10,0,0,10
4,6.0,10,0,0,6
6,7.166666666666667,10,0,0,10
5,5.2,8,0,0,4
3,9.0,10,0,0,10
4,5.75,9,0,0,8
3,5.666666666666667,9,0,0,9
8,3.875,10,0,0,1
3,5.333333333333333,7,0,0,7
10,6.6,10,0,0,10
4,6.5,9,0,0,9
5,2.8,4,0,0,4
8,4.25,8,0,0,6
7,5.857142857142857,10,0,0,10
4,6.75,9,0,0,9
9,5.0,10,0,0,10
9,6.777777777777778,10,0,0,10
4,5.0,8,0,0,1
5,7.4,9,0,0,9
3,6.0,10,0,0,6
3,7.0,9,0,0,9
3,6.333333333333333,9,0,0,9
10,7.3,10,0,0,10
8,6.0,10,0,0,10
3,2.0,2,0,0,2
10,5.6,9,0,0,9
7,5.285714285714286,10,0,0,10
10,4.9,10,0,0,8
3,5.333333333333333,7,0,0,6
8,4.75,8,0,0,7
6,5.0,9,0,0,9
3,7.333333333333333,10,0,0,10
5,6.6,10,0,0,10
3,8.0,10,0,0,10
5,6.8,10,0,0,8
5,6.8,10,0,0,10
3,4.666666666666667,8,0,0,1
5,6.0,9,0,0,9
